expression,sentence,label,label_2,,,,,,,
הוריד את הכפפות,הורדתי את הכפפות לפני שנכנסתי למקלחת לשטוף את עצמי.,מילולי,0,,,,,,,
הוריד את הכפפות,היא הורידה את הכפפות מהידיים לאחר שסיימה לשטוף כלים להיום.,מילולי,0,,,,,,,
הוריד את הכפפות,הוא הוריד את הכפפות כשסיים את הניקיון של כל הבית שלו.,מילולי,0,,,,,,,
הוריד את הכפפות,הורדתי את הכפפות כי נהיה לי חם.,מילולי,0,,,,,,,
הוריד את הכפפות,החייל הוריד את הכפפות בשעת מנוחה בלילה לאחר שעות מלחמה רבות.,מילולי,0,,,,,,,
הוריד את הכפפות,היא הורידה את הכפפות אחרי סיבוב בגן כי הידיים שלה התחממו כבר מהמשחקים.,מילולי,0,,,,,,,
הוריד את הכפפות,הוא הוריד את הכפפות וניגב את הפנים במהלך ניקיונות.,מילולי,0,,,,,,,
הוריד את הכפפות,הוריד את הכפפות בעדינות כדי לא לקרוע אותן כי רצה לשמור אותן לפעם הבאה.,מילולי,0,,,,,,,
הוריד את הכפפות,הורדתי את הכפפות במעלית בלי לשים לב מרוב שהמחשבות שלי היו במקום אחר.,מילולי,0,,,,,,,
הוריד את הכפפות,הוא הוריד את הכפפות באמצעות יד אחת בלבד.,מילולי,0,,,,,,,
חטף מכה,הוא חטף מכה קשה בביטחון העצמי אחרי הפיטורים מהעבודה שכלכך אהב.,פיגורטיבי,1,,,,,,,
חטף מכה,העסק חטף מכה כלכלית קשה בעקבות הקורונה.,פיגורטיבי,1,,,,,,,
חטף מכה,חטפנו מכה מורלית כששמענו את החדשות על מה שקרה במהלך פתיחת הלחימה.,פיגורטיבי,1,,,,,,,
חטף מכה,היא חטפה מכה כשגילתה שהוא שיקר לה ושוקלת מחדש את הקשר הזוגי שלהם.,פיגורטיבי,1,,,,,,,
חטף מכה,"השוק חטף מכה חזקה אחרי הדו""ח הרבעוני וצריך עכשיו זמן כדי שהמדדים שוב יעלו.",פיגורטיבי,1,,,,,,,
חטף מכה,הגורם הבכיר בממשלה חטף מכה מהתקשורת אחרי החשיפה על מעשיו בילדותו.,פיגורטיבי,1,,,,,,,
חטף מכה,המערכת המשפטית חטפה מכה תדמיתית חמורה אחרי המהלכים האחרונים שבוצעו במשפט.,פיגורטיבי,1,,,,,,,
חטף מכה,"חטפתי מכה מהתגובה שלך, לא ציפיתי שתגיב בעוצמה כזאת למה שאמרתי לך.",פיגורטיבי,1,,,,,,,
חטף מכה,הקריירה שלו חטפה מכה ולא התאוששה מאז ועד היום.,פיגורטיבי,1,,,,,,,
חטף מכה,היא חטפה מכה באגו אחרי ההשפלה מצד חברתה הטובה לעבודה.,פיגורטיבי,1,,,,,,,
חטף מכה,חטפנו מכה של מציאות כשהבנו שהתוכנית לא תאושר בתקציב המדינה הקרוב.,פיגורטיבי,1,,,,,,,
חטף מכה,הוא חטף מכה קשה באמון כשהבוס שלו לא גיבה אותו מול הלקוחות.,פיגורטיבי,1,,,,,,,
חטף מכה,המפלגה חטפה מכה פוליטית בבחירות ולא הצליחה לעבור את אחוז החסימה.,פיגורטיבי,1,,,,,,,
חטף מכה,"היא חטפה מכה נפשית מהפרידה המפתיעה, ונזקקה לזמן כדי לאסוף את עצמה.",פיגורטיבי,1,,,,,,,
חטף מכה,חטפתי מכה מקצועית כשגילו טעות חמורה בדו”ח שהכנתי.,פיגורטיבי,1,,,,,,,
חטף מכה,"הילד שיחק כדורגל בחצר, החליק וחטף מכה במרפק.",מילולי,0,,,,,,,
חטף מכה,היא חטפה מכה באף מהכדור שפגע לה בפרצוף באמצע המשחק.,מילולי,0,,,,,,,
חטף מכה,"בזמן הרכבת הארון, הוא חטף מכה מהפטיש על האצבע וצרח.",מילולי,0,,,,,,,
חטף מכה,הכלב קפץ עליה מרוב התלהבות וגרם לה לחטוף מכה בצלעות.,מילולי,0,,,,,,,
חטף מכה,חטפתי מכה בכתף מהדלת המסתובבת בקניון – לא הספקתי לצאת בזמן.,מילולי,0,,,,,,,
חטף מכה,הילד חטף מכה בברך ונפל בבכי אחרי שנתקע בספה.,מילולי,0,,,,,,,
חטף מכה,הוא חטף מכה בראש מידית הדלת כאשר רץ והשתולל בבית.,מילולי,0,,,,,,,
חטף מכה,הכדור פגע בו  והוא חטף מכה ישר בבטן.,מילולי,0,,,,,,,
חטף מכה,"בזמן נהיגה באופנוע, היא חטפה מכה מהרכב ועפה ממנו על הכביש.",מילולי,0,,,,,,,
חטף מכה,בזמן משחק הוא חטף מכה מהחבר ונפל לרצפה.,מילולי,0,,,,,,,
חטף מכה,הילדה חטפה מכה ביד מהנדנדה שעפה לאחור לאחר שירדה ממנה.,מילולי,0,,,,,,,
חטף מכה,הוא חטף מכה בשוק היד ונפצע.,מילולי,0,,,,,,,
חטף מכה,חטפתי מכה ברגל כשנכנסתי באופניים שנסעו לפניי ולא הצלחתי לעצור.,מילולי,0,,,,,,,
חטף מכה,הוא חטף בפתאומיות מכה חזקה ברגל מחפץ שנזרק לעברו והפסיק לרוץ באמצע התחרות.,מילולי,0,,,,,,,
חטף מכה,הילד הקטן חטף מכה מהדלת של הארון כשלא שם לב שהיה פתוח ושיחק לידו.,מילולי,0,,,,,,,
הניף דגל לבן,הוא הניף דגל לבן וויתר על המריבה שהייתה בינו לבין חברו הטוב.,פיגורטיבי,1,,,,,,,
הניף דגל לבן,הנפתי דגל לבן אחרי שהתעקשתי כל כך הרבה על לצאת עד מאורח מול ההורים והם לא הסכימו.,פיגורטיבי,1,,,,,,,
הניף דגל לבן,היא הניפה דגל לבן ואמרה לילדים שלה שיעשו מה שהם רוצים כאשר רצו רק לאכול פיצה.,פיגורטיבי,1,,,,,,,
הניף דגל לבן,"אחרי הוויכוח על המערכת הפוליטית בין שתי חברות, הן הניפו דגל לבן כי לא הסכימו אחת עם השנייה.",פיגורטיבי,1,,,,,,,
הניף דגל לבן,הוא הניף דגל לבן והפסיק להילחם בזה שהוא לא מצליח להגיע לתוצאות מסויימות במודל שלו.,פיגורטיבי,1,,,,,,,
הניף דגל לבן,הבוס הניף דגל לבן והסכים לדרישות העובדים כשרצו העלאת שכר.,פיגורטיבי,1,,,,,,,
הניף דגל לבן,הנפנו דגל לבן כשלא הצלחנו לשכנע אף אחד שהצעת הפרוייקט הזאת היא טובה ואיכותית.,פיגורטיבי,1,,,,,,,
הניף דגל לבן,היא הניפה דגל לבן בפני המציאות הקשה שלא תוכל לגדל יותר מ 5 ילדים במדינה.,פיגורטיבי,1,,,,,,,
הניף דגל לבן,הסטודנט הניף דגל לבן כאשר הבין שזה כבר גדול עליו כמות החומר שהוא צריך ללמוד למבחן הזה.,פיגורטיבי,1,,,,,,,
הניף דגל לבן,"מעט לפני שריקת הסיום במשחק, חברי הקבוצה האדומה הניפו דגל לבן והפסיקו לשחק.",פיגורטיבי,1,,,,,,,
הניף דגל לבן,הוא הניף דגל לבן בויכוח הזוגי כשהבין שאין לו יותר מה להוסיף ואיך לנצח את הוויכוח.,פיגורטיבי,1,,,,,,,
הניף דגל לבן,"אחרי ניסיונות כושלים לשנות את דעת המנהלת, היא הניפה דגל לבן והתיישבה בשקט.",פיגורטיבי,1,,,,,,,
הניף דגל לבן,החברה הניפה דגל לבן מול התחרות העזה וסגרה את המוצר שהשיקה.,פיגורטיבי,1,,,,,,,
הניף דגל לבן,הנפתי דגל לבן מול עצמי כי פשוט לא הצלחתי להפסיק לדחות את העבודה.,פיגורטיבי,1,,,,,,,
הניף דגל לבן,"כשהתלמיד ראה את הציון במבחן, הוא הניף דגל לבן והפסיק ללמוד לאותו קורס למועד החוזר.",פיגורטיבי,1,,,,,,,
הניף דגל לבן,הילד קשר מטפחת לבנה על מקל והניף אותה מתוך חלון החדר.,מילולי,0,,,,,,,
הניף דגל לבן,"החייל הניף דגל לבן מאחורי החומה, כבקשה להפסיק את הירי.",מילולי,0,,,,,,,
הניף דגל לבן,הילדה ציירה דגל לבן על נייר והניפה אותו במשחק “מלחמה”.,מילולי,0,,,,,,,
הניף דגל לבן,קבוצת הילדים הניפה דגל לבן עשוי סדין כשהפסידו בטורניר השכונתי.,מילולי,0,,,,,,,
הניף דגל לבן,הוא שלף את החולצה הלבנה מהתיק והניף אותה כדי שיראו אותו ממסוק החילוץ.,מילולי,0,,,,,,,
הניף דגל לבן,הילד הניף דגל לבן מסדין שמצא במרפסת כדי לסמן לאמא שלו שתגיע.,מילולי,0,,,,,,,
הניף דגל לבן,הם הניפו דגל לבן במשחק כדי לסמל כניעה מול חברי הקבוצה השנייה.,מילולי,0,,,,,,,
הניף דגל לבן,הילד שיחק בגינה והניף דגל לבן על מקל כדי לסמן לחבר שלו לקפוץ גבוה.,מילולי,0,,,,,,,
הניף דגל לבן,הילדים הניפו דגל לבן כשרצו לסמן להורים שלהם שהם מוכנים במסיבת הכיתה.,מילולי,0,,,,,,,
הניף דגל לבן,הוא הניף דגל לבן מהחלון לסמן שלום לאויב המושבע שלו.,מילולי,0,,,,,,,
הניף דגל לבן,החיילים הניפו דגל לבן כהסכמה להפסקת אש באמצע השטח.,מילולי,0,,,,,,,
הניף דגל לבן,האישה הניפה דגל לבן כשחיפשה עזרה כאשר נפצעה באמצע המדבר.,מילולי,0,,,,,,,
הניף דגל לבן,הניצולים מהצונאמי הניפו דגל לבן על הגג כדי לבקש חילוץ מכוחות השיטור וההצלה השונים.,מילולי,0,,,,,,,
הניף דגל לבן,הילדה הכינה והניפה דגל לבן ונופפה לחבר שלה לשלום כאשר הוא עזב אותה באמצע היום.,מילולי,0,,,,,,,
הניף דגל לבן,השופטים הניפו דגל לבן בטקס קיץ לציון סיום פעילות החברתית ותחילת האירוע הרשמי.,מילולי,0,,,,,,,
משך בחוטים,הוא זה שמשך בחוטים מאחורי הקלעים כדי לגרום להצלחה המסחררת במופע.,פיגורטיבי,1,,,,,,,
משך בחוטים,הם לא הבינו שהיא זו שמושכת בחוטים באמת בחברה שלנו וגורמת להצלחת החברה.,פיגורטיבי,1,,,,,,,
משך בחוטים,משכתי בחוטים כדי לעזור לו להתקבל לעבודה שהוא כלכך רצה.,פיגורטיבי,1,,,,,,,
משך בחוטים,הוא יודע למשוך בחוטים מתי שצריך כדי לגרום למנהלים לחשוב עליו בצורה מסויימת ולתת לו מה שהוא צריך.,פיגורטיבי,1,,,,,,,
משך בחוטים,מי שמושך בחוטים יושב בכלל במקום אחר.,פיגורטיבי,1,,,,,,,
משך בחוטים,חברה טובה שלה משכה בחוטים וגרמה להם לריב בגלל שהיא אוהבת אותו ורוצה שהם ייפרדו.,פיגורטיבי,1,,,,,,,
משך בחוטים,הוא משך בחוטים כדי לקדם את עצמו בשרשרת הארגונית.,פיגורטיבי,1,,,,,,,
משך בחוטים,האשה ההיא מושכת בחוטים כדי להבליט את הביצועים שלה בפרוייקט אבל עושה את עצמה תמימה.,פיגורטיבי,1,,,,,,,
משך בחוטים,אף אחד לא קלט שהוא מושך בחוטים מלמעלה ומשפיע על מערכת הפוליטית איך שהוא רוצה.,פיגורטיבי,1,,,,,,,
משך בחוטים,משכתי בחוטים כדי שזה יקרה בשקט והכסף יעבור לאן שאנחנו צריכים בחברה.,פיגורטיבי,1,,,,,,,
משך בחוטים,"ברגע האחרון, הוא משך בחוטים והביא את ההרכב הכי נחשב להופיע באירוע.",פיגורטיבי,1,,,,,,,
משך בחוטים,"לא משנה מי מופיע מול המצלמה, מי שמושך בחוטים נמצא בחדר הישיבות הסגור.",פיגורטיבי,1,,,,,,,
משך בחוטים,היא הצליחה להשפיע על ההחלטה בלי לומר מילה רק כי ידעה למשוך בחוטים הנכונים.,פיגורטיבי,1,,,,,,,
משך בחוטים,משכנו בחוטים בעירייה כדי להוציא את האישורים עוד באותו שבוע.,פיגורטיבי,1,,,,,,,
משך בחוטים,יש לו קשרים בכל מקום הוא פשוט יודע בדיוק איפה למשוך בחוט.,פיגורטיבי,1,,,,,,,
משך בחוטים,הילד שיחק בבובה ומשך בחוטים כדי לגרום לה להניע את הידיים.,מילולי,0,,,,,,,
משך בחוטים,היא ניסתה לפתוח את האריזה ומשכה בחוטים בעדינות כדי לא לקרוע אותה.,מילולי,0,,,,,,,
משך בחוטים,"במהלך ההצגה, השחקן משך בחוטים שהפעילו את הבמה המסתובבת.",מילולי,0,,,,,,,
משך בחוטים,הכלב קפץ על הספה ומשך בחוטים שבלטו מהכרית עד שהתפרקה.,מילולי,0,,,,,,,
משך בחוטים,"הוא משך בחוטים של התריס, והם נקרעו לו ביד.",מילולי,0,,,,,,,
משך בחוטים,הילד משך בחוטים של הווילון והפיל אותו.,מילולי,0,,,,,,,
משך בחוטים,היא משכה בחוטים של התחפושת עד שהתפרקה לחלוטין.,מילולי,0,,,,,,,
משך בחוטים,משכתי בחוטים כדי לפתוח את השקית שהייתה קשורה היטב.,מילולי,0,,,,,,,
משך בחוטים,הכלב משך בחוטים של הנעליים והצליח לקרוע אותם והם נהרסו לגמרי.,מילולי,0,,,,,,,
משך בחוטים,הוא משך בחוטים בצורה שצריך והצליח לחבר את המנורה.,מילולי,0,,,,,,,
משך בחוטים,היא משכה בחוטים שהיו מחוברים לבלון עד שלבסוף הוא התפוצץ.,מילולי,0,,,,,,,
משך בחוטים,הילד משך בחוטים כדי לבדוק מה יקרה לספא ועשה בא חור גדול.,מילולי,0,,,,,,,
משך בחוטים,משכתי בחוטים שמאחורי המיטה כדי להזיז אותה ולהצליח לנקות שם.,מילולי,0,,,,,,,
משך בחוטים,הוא משך בחוטים שבלטו מתחת לסוודר והם נקרעו מהסוודר.,מילולי,0,,,,,,,
משך בחוטים,היא משכה בחוטים של הבובה והפעילה אותה כדי שתצליח לדבר.,מילולי,0,,,,,,,
נשך שפתיים,הוא נשך שפתיים כדי לא לבכות אחרי המכה החזקה שחטף בבטן.,פיגורטיבי,1,,,,,,,
נשך שפתיים,היא נשכה שפתיים כדי לא להתפרץ ולהגיד את מה שיש לה.,פיגורטיבי,1,,,,,,,
נשך שפתיים,נשכתי שפתיים ונשארתי בשקט אפילו שרציתי לדבר.,פיגורטיבי,1,,,,,,,
נשך שפתיים,הוא נראה מתוח מאוד אחרי הביקורת ונשך שפתיים ונמנע מלדבר.,פיגורטיבי,1,,,,,,,
נשך שפתיים,היא נשכה שפתיים כששמעו את שמה שיצאה בהגרלה לתורנות השבועית.,פיגורטיבי,1,,,,,,,
נשך שפתיים,חבר שלי נשך שפתיים מול ההשפלה שחווה ולא רצה להגיב להם.,פיגורטיבי,1,,,,,,,
נשך שפתיים,היא נשכה שפתיים מהכעס שהיה לה על בן זוגה שבגד בא.,פיגורטיבי,1,,,,,,,
נשך שפתיים,הוא נשך שפתיים כשהמנהל אמר לו שלא התקבל לתפקיד הבכיר.,פיגורטיבי,1,,,,,,,
נשך שפתיים,נשכתי שפתיים במהלך הוויכוח וההאשמות שבעלי הפנה כלפיי.,פיגורטיבי,1,,,,,,,
נשך שפתיים,נשך שפתיים כדי לא לפרוץ בצחוק אחרי הבדיחה שנאמרה בצוות.,פיגורטיבי,1,,,,,,,
נשך שפתיים,הוא נשך שפתיים בזמן שקרא את התגובה השלילית על הפרויקט שהשקיע בו חודשים.,פיגורטיבי,1,,,,,,,
נשך שפתיים,היא נשכה שפתיים כשהבן שלה צעק עליה מול כולם ולא רצתה להחזיר באותו רגע.,פיגורטיבי,1,,,,,,,
נשך שפתיים,"נשכתי שפתיים בזמן הישיבה, כשידעתי שכולם טועים, אבל בחרתי לא להגיב.",פיגורטיבי,1,,,,,,,
נשך שפתיים,הוא נשך שפתיים בניסיון לא לגלות את ההפתעה שתכנן לחברו ליום ההולדת.,פיגורטיבי,1,,,,,,,
נשך שפתיים,היא נשכה שפתיים כדי להסתיר את האכזבה מהתוצאה שקיבלה במבחן הגמר.,פיגורטיבי,1,,,,,,,
נשך שפתיים,"הילדה נשכה את שפתיה תוך כדי ציור, מתוך ריכוז עמוק.",מילולי,0,,,,,,,
נשך שפתיים,הוא נשך את שפתיו כשהשיניים שלו רעדו מהקור העז.,מילולי,0,,,,,,,
נשך שפתיים,"נשכתי את השפה תוך כדי לעיסת סנדוויץ’, וזה כאב בטירוף.",מילולי,0,,,,,,,
נשך שפתיים,"בזמן שחיקתה לרופא השיניים, היא נשכה שפתיים מרוב פחד.",מילולי,0,,,,,,,
נשך שפתיים,הילד הקטן נשך את שפתיו מתוך שינה – והעיר את עצמו מהכאב.,מילולי,0,,,,,,,
נשך שפתיים,הילד נשך שפתיים בטעות בזמן אכילה של ממתק.,מילולי,0,,,,,,,
נשך שפתיים,היא נשכה את שפתה ונפצע לה הפה.,מילולי,0,,,,,,,
נשך שפתיים,הוא נשך שפתיים מרוב ריכוז במהלך מבחן.,מילולי,0,,,,,,,
נשך שפתיים,הילד נשך שפתיים בזמן שינה כי חלם חלום מוזר.,מילולי,0,,,,,,,
נשך שפתיים,היא נשכה שפתיים בשוגג עם שיניים חדות.,מילולי,0,,,,,,,
נשך שפתיים,אבא נשך שפתיים כשניסה לתפוס ולהחזיק עפרון עם הפה.,מילולי,0,,,,,,,
נשך שפתיים,הילדה נשכה שפתיים כשהביטה בראי כדי לעשות עוד תנוחה למצלמה.,מילולי,0,,,,,,,
נשך שפתיים,הוא נשך שפתיים במהלך קרב ונזקק לחבישה.,מילולי,0,,,,,,,
נשך שפתיים,היא נשכה שפתיים והתחיל לצאת דם.,מילולי,0,,,,,,,
נשך שפתיים,נשכתי את שפתיי בלי לשים לב תוך כדי הרכבת הרים.,מילולי,0,,,,,,,
נתן יד,הוא נתן יד לעסק החדש שרצה שישקיע בו והאמין בו שיצליח.,פיגורטיבי,1,,,,,,,
נתן יד,היא נתנה יד למאבק של הקהילה הגאה בזכויות שלהם.,פיגורטיבי,1,,,,,,,
נתן יד,נתתי יד לרעיון שלך כי האמנתי בו שיהיה טוב לחברה שלנו.,פיגורטיבי,1,,,,,,,
נתן יד,הוא נותן יד לכל יוזמה חברתית שבאה בעבודה.,פיגורטיבי,1,,,,,,,
נתן יד,היא נתנה יד לפרויקט שמסייע לנזקקים.,פיגורטיבי,1,,,,,,,
נתן יד,המנהל אמר שנתן יד לתוכנית למרות החששות שעלו במהלך הדרך.,פיגורטיבי,1,,,,,,,
נתן יד,אבא שלי נתן יד למהלך לשינוי הטיול השנתי כאשר אחרים התנגדו לו.,פיגורטיבי,1,,,,,,,
נתן יד,הם נתנו יד לארגון החדש שקם כדי לתמוך בדעות שלהם ולגרום לו להצליח.,פיגורטיבי,1,,,,,,,
נתן יד,"נתתי לו יד כשהיה לו קשה חברתית, גם כשאחרים התעלמו ממנו ולא רצו לעזור.",פיגורטיבי,1,,,,,,,
נתן יד,הוא נתן יד במהלך כל שנות עבודתו ולכן הפך לשותף מלא בחברה שלנו.,פיגורטיבי,1,,,,,,,
נתן יד,הוא בחר לתת יד לשחיתות כששמר על שתיקה במכרז המפוקפק.,פיגורטיבי,1,,,,,,,
נתן יד,היא לא מוכנה לתת יד לשום פעולה שמנוגדת לערכיה האישיים.,פיגורטיבי,1,,,,,,,
נתן יד,"נתתי יד לפרויקט רק מתוך לחץ חברתי, לא מתוך אמונה אמיתית.",פיגורטיבי,1,,,,,,,
נתן יד,"הוא נתן יד להפצת השמועה, גם אם לא היה זה שהתחיל אותה.",פיגורטיבי,1,,,,,,,
נתן יד,הארגון נתן יד להסכם למרות שידע שיש בו סעיפים בעייתיים מאוד.,פיגורטיבי,1,,,,,,,
נתן יד,"הילדה הושיטה יד, והוא נתן לה יד לפני שעלו לאוטובוס.",מילולי,0,,,,,,,
נתן יד,נתתי לו יד כשהוא נפל על הקרקע ולא הצליח לקום לבד.,מילולי,0,,,,,,,
נתן יד,"הקטנה פחדה מהחושך, אז אחיה נתן לה יד והם הלכו יחד.",מילולי,0,,,,,,,
נתן יד,המדריך נתן יד לחניך שנתקע באמצע קיר הטיפוס.,מילולי,0,,,,,,,
נתן יד,"היא נתנה לי יד בכניסה לחדר ניתוח, וזה הרגיע אותי.",מילולי,0,,,,,,,
נתן יד,הילד נתן יד לאבא כשחצו את הכביש כדי להרגיש בטוח.,מילולי,0,,,,,,,
נתן יד,היא נתנה לי יד והובילה אותי לחדר שלי לקראת שינה.,מילולי,0,,,,,,,
נתן יד,נתתי יד לסבתא כשירדנו במדרגות כי אני מפחדת ליפול.,מילולי,0,,,,,,,
נתן יד,הילד הקטן נתן יד לחבר שלו והם הלכו יחד ברחוב.,מילולי,0,,,,,,,
נתן יד,אח שלו נתן יד לתינוק שרק למד ללכת כדי לעזור לו לא ליפול.,מילולי,0,,,,,,,
נתן יד,המטופלת נתנה יד למטפל ונעמדה בזהירות.,מילולי,0,,,,,,,
נתן יד,האמא נתנה יד לבת הקטנה כשהיא ניסתה לקום אחרי שנפלה.,מילולי,0,,,,,,,
נתן יד,קבצן הנדבות נתן יד לשוטר בצומת כדי שיעזור לו.,מילולי,0,,,,,,,
נתן יד,הילד נתן יד למורה במהלך הטיול באמצע שביל מסוכן כאשר הוא פחד.,מילולי,0,,,,,,,
נתן יד,נתתי יד לאדם מבוגר שחצה את הרחוב.,מילולי,0,,,,,,,
ירד לו האסימון,סוף סוף ירד לו האסימון והוא הבין את הרמז אחרי שהסברתי לו פעם נוספת.,פיגורטיבי,1,,,,,,,
ירד לו האסימון,רק אחרי שיחה ארוכה ירד לו האסימון שהוא טעה בוויכוח בינינו.,פיגורטיבי,1,,,,,,,
ירד לו האסימון,היא לא קלטה עד שירד לה האסימון במהלך הפגישה שלנו בעבודה.,פיגורטיבי,1,,,,,,,
ירד לו האסימון,"כשראה את התגובה הזועמת שלה, ירד לו האסימון מייד שהוא טעה.",פיגורטיבי,1,,,,,,,
ירד לו האסימון,ירד לה האסימון ישר מהרגע שהיא פתחה את החבילה ולא היה בא שום דבר.,פיגורטיבי,1,,,,,,,
ירד לו האסימון,"כשכולם צחקו עליו, ירד לו האסימון שהוא פספס משהו כשהתארגן ללימודים.",פיגורטיבי,1,,,,,,,
ירד לו האסימון,ירד לו האסימון שהוא שכח את יום ההולדת שלה ברגע שהיא לא דיברה אתו יום שלם.,פיגורטיבי,1,,,,,,,
ירד לו האסימון,ירד לי האסימון כשהבנתי למה היא בכתה.,פיגורטיבי,1,,,,,,,
ירד לו האסימון,"ברגע ההוא שהיא ברחה ממנו בעצבים, ירד לו האסימון ונראה עליו ההלם מהאשמה והבושה.",פיגורטיבי,1,,,,,,,
ירד לו האסימון,"אחרי כל הזמן הזה, סוף סוף ירד לו האסימון שהוא טעה כל הזמן הזה.",פיגורטיבי,1,,,,,,,
ירד לו האסימון,"רק אחרי שהבוס הרים את הקול, ירד לו האסימון שהוא הסתבך בגדול.",פיגורטיבי,1,,,,,,,
ירד לו האסימון,"כששמע את שמו ברשימת המפוטרים, ירד לו האסימון במה מדובר.",פיגורטיבי,1,,,,,,,
ירד לו האסימון,ירד לה האסימון שמשהוא רע קרה כשהבן שלה חזר עם עיניים אדומות מהמסיבה.,פיגורטיבי,1,,,,,,,
ירד לו האסימון,"בסיום ההרצאה, ירד לי האסימון שכל הזמן פתרתי את התרגיל לא נכון.",פיגורטיבי,1,,,,,,,
ירד לו האסימון,"כשהמורה חייכה בלי לומר מילה, ירד לתלמיד האסימון מה הטעות שלו.",פיגורטיבי,1,,,,,,,
ירד לו האסימון,האסימון ירד והחליק מהיד שלו ונחת על המדרכה בקול נקישה.,מילולי,0,,,,,,,
ירד לו האסימון,שמתי את האסימון במכונה והוא פשוט נתקע באמצע הדרך לפני שירד.,מילולי,0,,,,,,,
ירד לו האסימון,הילד מצא אסימון ישן בתוך מגירה ישנה בסלון.,מילולי,0,,,,,,,
ירד לו האסימון,היא הכניסה והאסימון ירד למטה בטלפון הציבורי כדי להתקשר לסבתא.,מילולי,0,,,,,,,
ירד לו האסימון,"כשהאסימון ירד למטה לקופה, נשמע קליק והמכונה נדלקה.",מילולי,0,,,,,,,
ירד לו האסימון,קפץ לו האסימון מהיד ונפל אל הרצפה.,מילולי,0,,,,,,,
ירד לו האסימון,שמעתי צליל ברור כשירד האסימון במכונת מזל בקזינו.,מילולי,0,,,,,,,
ירד לו האסימון,הילד שיחק ופתאום נפל לו האסימון מהכיס ונאבד.,מילולי,0,,,,,,,
ירד לו האסימון,האסימון ירד לאט ונתקע במתקן הישן ולא יצא החוצה.,מילולי,0,,,,,,,
ירד לו האסימון,חיכינו כמה שניות עד שירד האסימון בטלפון.,מילולי,0,,,,,,,
ירד לו האסימון,ירד לה אסימון מוזהב לתוך החריץ של המכשיר.,מילולי,0,,,,,,,
ירד לו האסימון,האסימון נפל מהשולחן ונעלם מתחת לספה.,מילולי,0,,,,,,,
ירד לו האסימון,"ברוח החזקה, התגלגל לו האסימון לתוך שלולית.",מילולי,0,,,,,,,
ירד לו האסימון,הוא הרים את האסימון אחרי שנפל על הרצפה.,מילולי,0,,,,,,,
ירד לו האסימון,"רק כשהאסימון ירד, התחילה המכונת מזל לפעול.",מילולי,0,,,,,,,
תפס תחת,"מאז שקיבל קידום, הוא תפס תחת על כולם והתנהג לא יפה.",פיגורטיבי,1,,,,,,,
תפס תחת,המנהל תפס תחת והתחיל לזלזל בכל הצוות.,פיגורטיבי,1,,,,,,,
תפס תחת,חבר לעבודה תפס תחת אחרי הצלחה מסחררת ולא מדבר איתנו בכלל.,פיגורטיבי,1,,,,,,,
תפס תחת,הסטודנט תפס תחת אחרי ההרצאה וחושב שהוא גאון.,פיגורטיבי,1,,,,,,,
תפס תחת,החבר החצוף תפס תחת עלינו ושכח מאיפה הוא בא.,פיגורטיבי,1,,,,,,,
תפס תחת,היא תפסה תחת מאז שקיבלה יותר לייקים ברשת החברתית ומנתקת קשר אתנו.,פיגורטיבי,1,,,,,,,
תפס תחת,הוא תפס תחת בחברה כאילו הוא המנכ״ל.,פיגורטיבי,1,,,,,,,
תפס תחת,"אחרי המחמאה שנתתי לו, הוא לגמרי תפס תחת והפסיק לעזור לי.",פיגורטיבי,1,,,,,,,
תפס תחת,ראש הממשלה תפס תחת אחרי המלחמה והתנהג כאילו העולם שייך לו.,פיגורטיבי,1,,,,,,,
תפס תחת,הילד תפס תחת ולא הסכים להקשיב כשגדל קצת והתבגר.,פיגורטיבי,1,,,,,,,
תפס תחת,הוא רק התחיל לעבוד וכבר תפס תחת כאילו הוא מנהל את המקום.,פיגורטיבי,1,,,,,,,
תפס תחת,"ברגע שקיבלה מחמאות על העבודה שלה, היא תפסה תחת והפסיקה לשתף פעולה.",פיגורטיבי,1,,,,,,,
תפס תחת,תפסת תחת אחרי שזכית בפרס ובגלל זה אתה לא מוכן להקשיב לאף אחד.,פיגורטיבי,1,,,,,,,
תפס תחת,תפסה תחת על חבריה ללימודים ומבקשת מהם לסכם לה הכל בלי בושה.,פיגורטיבי,1,,,,,,,
תפס תחת,"הבחור החדש בצוות תפס תחת, מתנהג כאילו כולם עובדים בשבילו.",פיגורטיבי,1,,,,,,,
תפס תחת,הוא תפס תחת על הכיסא והתמתח בהנאה מול החלון.,מילולי,0,,,,,,,
תפס תחת,הילדה תפסה תחת על הרצפה כשהתיישבה לצייר בשקט.,מילולי,0,,,,,,,
תפס תחת,תפסתי תחת על שפת הבריכה ונהניתי מהשמש.,מילולי,0,,,,,,,
תפס תחת,הם תפסו תחת בפיקניק והחלו לשחק קלפים על המחצלת.,מילולי,0,,,,,,,
תפס תחת,תפס תחת על החול הרך והביט בשקיעה בלי לומר מילה.,מילולי,0,,,,,,,
תפס תחת,הוא תפס לעצמו את התחת מרוב כאב אחרי המכה שחטף.,מילולי,0,,,,,,,
תפס תחת,היא תפסה את התחת על הכיסא והתרווחה.,מילולי,0,,,,,,,
תפס תחת,הוא תפס לה את התחת ליד המדורה כי חיבב אותה.,מילולי,0,,,,,,,
תפס תחת,הוא תפס תחת ונרדם מול הטלוויזיה.,מילולי,0,,,,,,,
